artwork_id,theme,trait,date,image_url
111628,Isolation Created Through Spatial Separation,Muted earth palette,1942,"https://www.artic.edu/iiif/2/831a05de-d3f6-f4fa-a460-23008dd58dda/full/843,/0/default.jpg"
111628,Isolation Created Through Spatial Separation,Interior room setting,1942,"https://www.artic.edu/iiif/2/831a05de-d3f6-f4fa-a460-23008dd58dda/full/843,/0/default.jpg"
111628,Isolation Created Through Spatial Separation,Text in artwork,1942,"https://www.artic.edu/iiif/2/831a05de-d3f6-f4fa-a460-23008dd58dda/full/843,/0/default.jpg"
111628,Modernity as Fragmented Experience,Painterly brushwork,1942,"https://www.artic.edu/iiif/2/831a05de-d3f6-f4fa-a460-23008dd58dda/full/843,/0/default.jpg"
111628,Modernity as Fragmented Experience,Muted earth palette,1942,"https://www.artic.edu/iiif/2/831a05de-d3f6-f4fa-a460-23008dd58dda/full/843,/0/default.jpg"
111628,Modernity as Fragmented Experience,Interior room setting,1942,"https://www.artic.edu/iiif/2/831a05de-d3f6-f4fa-a460-23008dd58dda/full/843,/0/default.jpg"
111628,Modernity as Fragmented Experience,Text in artwork,1942,"https://www.artic.edu/iiif/2/831a05de-d3f6-f4fa-a460-23008dd58dda/full/843,/0/default.jpg"
20684,Isolation Created Through Spatial Separation,Painterly brushwork,1877,"https://www.artic.edu/iiif/2/f8fd76e9-c396-5678-36ed-6a348c904d27/full/843,/0/default.jpg"
20684,Isolation Created Through Spatial Separation,Muted earth palette,1877,"https://www.artic.edu/iiif/2/f8fd76e9-c396-5678-36ed-6a348c904d27/full/843,/0/default.jpg"
20684,Isolation Created Through Spatial Separation,Umbrella street,1877,"https://www.artic.edu/iiif/2/f8fd76e9-c396-5678-36ed-6a348c904d27/full/843,/0/default.jpg"
20684,Modernity as Fragmented Experience,Painterly brushwork,1877,"https://www.artic.edu/iiif/2/f8fd76e9-c396-5678-36ed-6a348c904d27/full/843,/0/default.jpg"
20684,Modernity as Fragmented Experience,Muted earth palette,1877,"https://www.artic.edu/iiif/2/f8fd76e9-c396-5678-36ed-6a348c904d27/full/843,/0/default.jpg"
20684,Modernity as Fragmented Experience,Umbrella street,1877,"https://www.artic.edu/iiif/2/f8fd76e9-c396-5678-36ed-6a348c904d27/full/843,/0/default.jpg"
16568,Time Made Visible,Painterly brushwork,1906,"https://www.artic.edu/iiif/2/3c27b499-af56-f0d5-93b5-a7f2f1ad5813/full/843,/0/default.jpg"
16568,Time Made Visible,Blue dominant scenes,1906,"https://www.artic.edu/iiif/2/3c27b499-af56-f0d5-93b5-a7f2f1ad5813/full/843,/0/default.jpg"
16568,Time Made Visible,Water scenery,1906,"https://www.artic.edu/iiif/2/3c27b499-af56-f0d5-93b5-a7f2f1ad5813/full/843,/0/default.jpg"
16568,Nature as Vast/Timeless/Transformative,Painterly brushwork,1906,"https://www.artic.edu/iiif/2/3c27b499-af56-f0d5-93b5-a7f2f1ad5813/full/843,/0/default.jpg"
16568,Nature as Vast/Timeless/Transformative,Blue dominant scenes,1906,"https://www.artic.edu/iiif/2/3c27b499-af56-f0d5-93b5-a7f2f1ad5813/full/843,/0/default.jpg"
16568,Nature as Vast/Timeless/Transformative,Water scenery,1906,"https://www.artic.edu/iiif/2/3c27b499-af56-f0d5-93b5-a7f2f1ad5813/full/843,/0/default.jpg"
6565,Human Presence Reduced to Symbol,Portrait bust,1930,"https://www.artic.edu/iiif/2/b272df73-a965-ac37-4172-be4e99483637/full/843,/0/default.jpg"
6565,Human Presence Reduced to Symbol,Rural buildings,1930,"https://www.artic.edu/iiif/2/b272df73-a965-ac37-4172-be4e99483637/full/843,/0/default.jpg"
6565,Isolation Created Through Spatial Separation,Portrait bust,1930,"https://www.artic.edu/iiif/2/b272df73-a965-ac37-4172-be4e99483637/full/843,/0/default.jpg"
6565,Isolation Created Through Spatial Separation,Rural buildings,1930,"https://www.artic.edu/iiif/2/b272df73-a965-ac37-4172-be4e99483637/full/843,/0/default.jpg"
28560,Emotional States Expressed Through Formal Abstraction,Painterly brushwork,1889,"https://www.artic.edu/iiif/2/25c31d8d-21a4-9ea1-1d73-6a2eca4dda7e/full/843,/0/default.jpg"
28560,Emotional States Expressed Through Formal Abstraction,Blue dominant scenes,1889,"https://www.artic.edu/iiif/2/25c31d8d-21a4-9ea1-1d73-6a2eca4dda7e/full/843,/0/default.jpg"
28560,Emotional States Expressed Through Formal Abstraction,Interior room setting,1889,"https://www.artic.edu/iiif/2/25c31d8d-21a4-9ea1-1d73-6a2eca4dda7e/full/843,/0/default.jpg"
28560,Emotional States Expressed Through Formal Abstraction,Still life table,1889,"https://www.artic.edu/iiif/2/25c31d8d-21a4-9ea1-1d73-6a2eca4dda7e/full/843,/0/default.jpg"
28560,Instability of Perception,Painterly brushwork,1889,"https://www.artic.edu/iiif/2/25c31d8d-21a4-9ea1-1d73-6a2eca4dda7e/full/843,/0/default.jpg"
28560,Instability of Perception,Blue dominant scenes,1889,"https://www.artic.edu/iiif/2/25c31d8d-21a4-9ea1-1d73-6a2eca4dda7e/full/843,/0/default.jpg"
28560,Instability of Perception,Interior room setting,1889,"https://www.artic.edu/iiif/2/25c31d8d-21a4-9ea1-1d73-6a2eca4dda7e/full/843,/0/default.jpg"
28560,Instability of Perception,Still life table,1889,"https://www.artic.edu/iiif/2/25c31d8d-21a4-9ea1-1d73-6a2eca4dda7e/full/843,/0/default.jpg"
111902,Self-Reflection and the Act of Looking,Painterly brushwork,1885,"https://www.artic.edu/iiif/2/6e09acba-ea41-b676-7a71-2cd62c8e4632/full/843,/0/default.jpg"
111902,Self-Reflection and the Act of Looking,Muted earth palette,1885,"https://www.artic.edu/iiif/2/6e09acba-ea41-b676-7a71-2cd62c8e4632/full/843,/0/default.jpg"
111902,Self-Reflection and the Act of Looking,Interior room setting,1885,"https://www.artic.edu/iiif/2/6e09acba-ea41-b676-7a71-2cd62c8e4632/full/843,/0/default.jpg"
111902,Self-Reflection and the Act of Looking,Draped fabric,1885,"https://www.artic.edu/iiif/2/6e09acba-ea41-b676-7a71-2cd62c8e4632/full/843,/0/default.jpg"
111902,Modernity as Fragmented Experience,Painterly brushwork,1885,"https://www.artic.edu/iiif/2/6e09acba-ea41-b676-7a71-2cd62c8e4632/full/843,/0/default.jpg"
111902,Modernity as Fragmented Experience,Muted earth palette,1885,"https://www.artic.edu/iiif/2/6e09acba-ea41-b676-7a71-2cd62c8e4632/full/843,/0/default.jpg"
111902,Modernity as Fragmented Experience,Interior room setting,1885,"https://www.artic.edu/iiif/2/6e09acba-ea41-b676-7a71-2cd62c8e4632/full/843,/0/default.jpg"
111902,Modernity as Fragmented Experience,Draped fabric,1885,"https://www.artic.edu/iiif/2/6e09acba-ea41-b676-7a71-2cd62c8e4632/full/843,/0/default.jpg"
863,Nature as Vast/Timeless/Transformative,Painterly brushwork,1664,"https://www.artic.edu/iiif/2/a34d9d72-c4ec-0750-389e-a01215c9aab0/full/843,/0/default.jpg"
863,Nature as Vast/Timeless/Transformative,Muted earth palette,1664,"https://www.artic.edu/iiif/2/a34d9d72-c4ec-0750-389e-a01215c9aab0/full/843,/0/default.jpg"
863,Nature as Vast/Timeless/Transformative,Landscape vista,1664,"https://www.artic.edu/iiif/2/a34d9d72-c4ec-0750-389e-a01215c9aab0/full/843,/0/default.jpg"
863,Nature as Vast/Timeless/Transformative,Rural buildings,1664,"https://www.artic.edu/iiif/2/a34d9d72-c4ec-0750-389e-a01215c9aab0/full/843,/0/default.jpg"
863,Nature as Vast/Timeless/Transformative,Animal figure,1664,"https://www.artic.edu/iiif/2/a34d9d72-c4ec-0750-389e-a01215c9aab0/full/843,/0/default.jpg"
863,Time Made Visible,Painterly brushwork,1664,"https://www.artic.edu/iiif/2/a34d9d72-c4ec-0750-389e-a01215c9aab0/full/843,/0/default.jpg"
863,Time Made Visible,Muted earth palette,1664,"https://www.artic.edu/iiif/2/a34d9d72-c4ec-0750-389e-a01215c9aab0/full/843,/0/default.jpg"
863,Time Made Visible,Landscape vista,1664,"https://www.artic.edu/iiif/2/a34d9d72-c4ec-0750-389e-a01215c9aab0/full/843,/0/default.jpg"
863,Time Made Visible,Rural buildings,1664,"https://www.artic.edu/iiif/2/a34d9d72-c4ec-0750-389e-a01215c9aab0/full/843,/0/default.jpg"
863,Time Made Visible,Animal figure,1664,"https://www.artic.edu/iiif/2/a34d9d72-c4ec-0750-389e-a01215c9aab0/full/843,/0/default.jpg"
94841,Human Presence Reduced to Symbol,Painterly brushwork,1884,"https://www.artic.edu/iiif/2/48b2de88-ba73-8e19-f448-d1cef4a1c847/full/843,/0/default.jpg"
94841,Human Presence Reduced to Symbol,Muted earth palette,1884,"https://www.artic.edu/iiif/2/48b2de88-ba73-8e19-f448-d1cef4a1c847/full/843,/0/default.jpg"
94841,Human Presence Reduced to Symbol,Landscape vista,1884,"https://www.artic.edu/iiif/2/48b2de88-ba73-8e19-f448-d1cef4a1c847/full/843,/0/default.jpg"
94841,Human Presence Reduced to Symbol,Rural buildings,1884,"https://www.artic.edu/iiif/2/48b2de88-ba73-8e19-f448-d1cef4a1c847/full/843,/0/default.jpg"
94841,Human Presence Reduced to Symbol,Draped fabric,1884,"https://www.artic.edu/iiif/2/48b2de88-ba73-8e19-f448-d1cef4a1c847/full/843,/0/default.jpg"
94841,Nature as Vast/Timeless/Transformative,Painterly brushwork,1884,"https://www.artic.edu/iiif/2/48b2de88-ba73-8e19-f448-d1cef4a1c847/full/843,/0/default.jpg"
94841,Nature as Vast/Timeless/Transformative,Muted earth palette,1884,"https://www.artic.edu/iiif/2/48b2de88-ba73-8e19-f448-d1cef4a1c847/full/843,/0/default.jpg"
94841,Nature as Vast/Timeless/Transformative,Landscape vista,1884,"https://www.artic.edu/iiif/2/48b2de88-ba73-8e19-f448-d1cef4a1c847/full/843,/0/default.jpg"
94841,Nature as Vast/Timeless/Transformative,Rural buildings,1884,"https://www.artic.edu/iiif/2/48b2de88-ba73-8e19-f448-d1cef4a1c847/full/843,/0/default.jpg"
94841,Nature as Vast/Timeless/Transformative,Draped fabric,1884,"https://www.artic.edu/iiif/2/48b2de88-ba73-8e19-f448-d1cef4a1c847/full/843,/0/default.jpg"
204637,Tension Between Control and Spontaneity,Abstract geometry,1983,"https://www.artic.edu/iiif/2/1dab428f-d63d-5fec-5b9c-ed43b5f7f4d6/full/843,/0/default.jpg"
204637,Material Awareness (Painting About Painting),Abstract geometry,1983,"https://www.artic.edu/iiif/2/1dab428f-d63d-5fec-5b9c-ed43b5f7f4d6/full/843,/0/default.jpg"
80607,Emotional States Expressed Through Formal Abstraction,Painterly brushwork,1887,"https://www.artic.edu/iiif/2/47c5bcb8-62ef-e5d7-55e7-f5121f409a30/full/843,/0/default.jpg"
80607,Emotional States Expressed Through Formal Abstraction,Blue dominant scenes,1887,"https://www.artic.edu/iiif/2/47c5bcb8-62ef-e5d7-55e7-f5121f409a30/full/843,/0/default.jpg"
80607,Emotional States Expressed Through Formal Abstraction,Portrait bust,1887,"https://www.artic.edu/iiif/2/47c5bcb8-62ef-e5d7-55e7-f5121f409a30/full/843,/0/default.jpg"
80607,Human Presence Reduced to Symbol,Painterly brushwork,1887,"https://www.artic.edu/iiif/2/47c5bcb8-62ef-e5d7-55e7-f5121f409a30/full/843,/0/default.jpg"
80607,Human Presence Reduced to Symbol,Blue dominant scenes,1887,"https://www.artic.edu/iiif/2/47c5bcb8-62ef-e5d7-55e7-f5121f409a30/full/843,/0/default.jpg"
80607,Human Presence Reduced to Symbol,Portrait bust,1887,"https://www.artic.edu/iiif/2/47c5bcb8-62ef-e5d7-55e7-f5121f409a30/full/843,/0/default.jpg"
100858,Nature as Vast/Timeless/Transformative,Blue dominant scenes,1965,"https://www.artic.edu/iiif/2/ace9f8d4-eac7-e5f7-50b2-6a77f7029c9b/full/843,/0/default.jpg"
100858,Nature as Vast/Timeless/Transformative,Abstract geometry,1965,"https://www.artic.edu/iiif/2/ace9f8d4-eac7-e5f7-50b2-6a77f7029c9b/full/843,/0/default.jpg"
100858,Nature as Vast/Timeless/Transformative,Water scenery,1965,"https://www.artic.edu/iiif/2/ace9f8d4-eac7-e5f7-50b2-6a77f7029c9b/full/843,/0/default.jpg"
100858,Time Made Visible,Blue dominant scenes,1965,"https://www.artic.edu/iiif/2/ace9f8d4-eac7-e5f7-50b2-6a77f7029c9b/full/843,/0/default.jpg"
100858,Time Made Visible,Abstract geometry,1965,"https://www.artic.edu/iiif/2/ace9f8d4-eac7-e5f7-50b2-6a77f7029c9b/full/843,/0/default.jpg"
100858,Time Made Visible,Water scenery,1965,"https://www.artic.edu/iiif/2/ace9f8d4-eac7-e5f7-50b2-6a77f7029c9b/full/843,/0/default.jpg"
111436,Instability of Perception,Painterly brushwork,c. 1893,"https://www.artic.edu/iiif/2/52ac8996-3460-cf71-cb42-5c4d0aa29b74/full/843,/0/default.jpg"
111436,Instability of Perception,Still life table,c. 1893,"https://www.artic.edu/iiif/2/52ac8996-3460-cf71-cb42-5c4d0aa29b74/full/843,/0/default.jpg"
111436,Instability of Perception,Draped fabric,c. 1893,"https://www.artic.edu/iiif/2/52ac8996-3460-cf71-cb42-5c4d0aa29b74/full/843,/0/default.jpg"
111436,Material Awareness (Painting About Painting),Painterly brushwork,c. 1893,"https://www.artic.edu/iiif/2/52ac8996-3460-cf71-cb42-5c4d0aa29b74/full/843,/0/default.jpg"
111436,Material Awareness (Painting About Painting),Still life table,c. 1893,"https://www.artic.edu/iiif/2/52ac8996-3460-cf71-cb42-5c4d0aa29b74/full/843,/0/default.jpg"
111436,Material Awareness (Painting About Painting),Draped fabric,c. 1893,"https://www.artic.edu/iiif/2/52ac8996-3460-cf71-cb42-5c4d0aa29b74/full/843,/0/default.jpg"
22556,Material Awareness (Painting About Painting),Abstract geometry,1949,"https://www.artic.edu/iiif/2/6604164b-7298-b390-04f6-f7ba8235141e/full/843,/0/default.jpg"
22556,Instability of Perception,Abstract geometry,1949,"https://www.artic.edu/iiif/2/6604164b-7298-b390-04f6-f7ba8235141e/full/843,/0/default.jpg"
14655,Time Made Visible,Painterly brushwork,1881,"https://www.artic.edu/iiif/2/3a608f55-d76e-fa96-d0b1-0789fbc48f1e/full/843,/0/default.jpg"
14655,Time Made Visible,Portrait bust,1881,"https://www.artic.edu/iiif/2/3a608f55-d76e-fa96-d0b1-0789fbc48f1e/full/843,/0/default.jpg"
14655,Time Made Visible,Landscape vista,1881,"https://www.artic.edu/iiif/2/3a608f55-d76e-fa96-d0b1-0789fbc48f1e/full/843,/0/default.jpg"
14655,Human Presence Reduced to Symbol,Painterly brushwork,1881,"https://www.artic.edu/iiif/2/3a608f55-d76e-fa96-d0b1-0789fbc48f1e/full/843,/0/default.jpg"
14655,Human Presence Reduced to Symbol,Portrait bust,1881,"https://www.artic.edu/iiif/2/3a608f55-d76e-fa96-d0b1-0789fbc48f1e/full/843,/0/default.jpg"
14655,Human Presence Reduced to Symbol,Landscape vista,1881,"https://www.artic.edu/iiif/2/3a608f55-d76e-fa96-d0b1-0789fbc48f1e/full/843,/0/default.jpg"
16571,Modernity as Fragmented Experience,Painterly brushwork,1877,"https://www.artic.edu/iiif/2/0f1cc0e0-e42e-be16-3f71-2022da38cb93/full/843,/0/default.jpg"
16571,Modernity as Fragmented Experience,Blue dominant scenes,1877,"https://www.artic.edu/iiif/2/0f1cc0e0-e42e-be16-3f71-2022da38cb93/full/843,/0/default.jpg"
16571,Modernity as Fragmented Experience,Interior room setting,1877,"https://www.artic.edu/iiif/2/0f1cc0e0-e42e-be16-3f71-2022da38cb93/full/843,/0/default.jpg"
16571,Time Made Visible,Painterly brushwork,1877,"https://www.artic.edu/iiif/2/0f1cc0e0-e42e-be16-3f71-2022da38cb93/full/843,/0/default.jpg"
16571,Time Made Visible,Blue dominant scenes,1877,"https://www.artic.edu/iiif/2/0f1cc0e0-e42e-be16-3f71-2022da38cb93/full/843,/0/default.jpg"
16571,Time Made Visible,Interior room setting,1877,"https://www.artic.edu/iiif/2/0f1cc0e0-e42e-be16-3f71-2022da38cb93/full/843,/0/default.jpg"
61428,Life–Death Duality,Floral bouquet,1931,"https://www.artic.edu/iiif/2/9ae64560-a416-ec19-851a-c76c5ca3c64f/full/843,/0/default.jpg"
61428,Life–Death Duality,Draped fabric,1931,"https://www.artic.edu/iiif/2/9ae64560-a416-ec19-851a-c76c5ca3c64f/full/843,/0/default.jpg"
61428,Nature as Vast/Timeless/Transformative,Floral bouquet,1931,"https://www.artic.edu/iiif/2/9ae64560-a416-ec19-851a-c76c5ca3c64f/full/843,/0/default.jpg"
61428,Nature as Vast/Timeless/Transformative,Draped fabric,1931,"https://www.artic.edu/iiif/2/9ae64560-a416-ec19-851a-c76c5ca3c64f/full/843,/0/default.jpg"
90048,Nature as Vast/Timeless/Transformative,Painterly brushwork,1830,"https://www.artic.edu/iiif/2/18092196-50ae-3ff1-9205-1b3110e966c3/full/843,/0/default.jpg"
90048,Nature as Vast/Timeless/Transformative,Muted earth palette,1830,"https://www.artic.edu/iiif/2/18092196-50ae-3ff1-9205-1b3110e966c3/full/843,/0/default.jpg"
90048,Nature as Vast/Timeless/Transformative,Landscape vista,1830,"https://www.artic.edu/iiif/2/18092196-50ae-3ff1-9205-1b3110e966c3/full/843,/0/default.jpg"
90048,Nature as Vast/Timeless/Transformative,Water scenery,1830,"https://www.artic.edu/iiif/2/18092196-50ae-3ff1-9205-1b3110e966c3/full/843,/0/default.jpg"
90048,Time Made Visible,Painterly brushwork,1830,"https://www.artic.edu/iiif/2/18092196-50ae-3ff1-9205-1b3110e966c3/full/843,/0/default.jpg"
90048,Time Made Visible,Muted earth palette,1830,"https://www.artic.edu/iiif/2/18092196-50ae-3ff1-9205-1b3110e966c3/full/843,/0/default.jpg"
90048,Time Made Visible,Landscape vista,1830,"https://www.artic.edu/iiif/2/18092196-50ae-3ff1-9205-1b3110e966c3/full/843,/0/default.jpg"
90048,Time Made Visible,Water scenery,1830,"https://www.artic.edu/iiif/2/18092196-50ae-3ff1-9205-1b3110e966c3/full/843,/0/default.jpg"
76002,Self-Reflection and the Act of Looking,Interior room setting,1879–80,"https://www.artic.edu/iiif/2/a966261c-5ea8-120a-3c65-f7fd6d17df2a/full/843,/0/default.jpg"
76002,Modernity as Fragmented Experience,Interior room setting,1879–80,"https://www.artic.edu/iiif/2/a966261c-5ea8-120a-3c65-f7fd6d17df2a/full/843,/0/default.jpg"
76244,Emotional States Expressed Through Formal Abstraction,Painterly brushwork,1950,"https://www.artic.edu/iiif/2/3182d5ce-6518-400d-2df4-60d3ecfcfd44/full/843,/0/default.jpg"
76244,Emotional States Expressed Through Formal Abstraction,Abstract geometry,1950,"https://www.artic.edu/iiif/2/3182d5ce-6518-400d-2df4-60d3ecfcfd44/full/843,/0/default.jpg"
76244,Instability of Perception,Painterly brushwork,1950,"https://www.artic.edu/iiif/2/3182d5ce-6518-400d-2df4-60d3ecfcfd44/full/843,/0/default.jpg"
76244,Instability of Perception,Abstract geometry,1950,"https://www.artic.edu/iiif/2/3182d5ce-6518-400d-2df4-60d3ecfcfd44/full/843,/0/default.jpg"
80084,Human Presence Reduced to Symbol,Painterly brushwork,1627,"https://www.artic.edu/iiif/2/c8ee825f-bc8c-c76b-1f05-5d692d9a6b47/full/843,/0/default.jpg"
80084,Human Presence Reduced to Symbol,Muted earth palette,1627,"https://www.artic.edu/iiif/2/c8ee825f-bc8c-c76b-1f05-5d692d9a6b47/full/843,/0/default.jpg"
80084,Human Presence Reduced to Symbol,Religious crucifix,1627,"https://www.artic.edu/iiif/2/c8ee825f-bc8c-c76b-1f05-5d692d9a6b47/full/843,/0/default.jpg"
80084,Human Presence Reduced to Symbol,Draped fabric,1627,"https://www.artic.edu/iiif/2/c8ee825f-bc8c-c76b-1f05-5d692d9a6b47/full/843,/0/default.jpg"
80084,Life–Death Duality,Painterly brushwork,1627,"https://www.artic.edu/iiif/2/c8ee825f-bc8c-c76b-1f05-5d692d9a6b47/full/843,/0/default.jpg"
